CVE,In JSON,In Benchmark,JSON CWEs,Benchmark CWEs,Matched CWEs,Only in JSON,Only in Benchmark,Has Match,Exact Match,Precision,Recall,F1 Score
CVE-2021-37663,True,True,CWE-1284;CWE-787;CWE-476,CWE-1284;CWE-119,CWE-1284,CWE-476;CWE-787,CWE-119,True,False,0.3333333333333333,0.5,0.4
CVE-2021-37665,True,True,CWE-1284;CWE-787;CWE-476,CWE-1284;CWE-119,CWE-1284,CWE-476;CWE-787,CWE-119,True,False,0.3333333333333333,0.5,0.4
CVE-2021-37666,True,True,CWE-476;CWE-1284;CWE-252,CWE-824,,CWE-476;CWE-1284;CWE-252,CWE-824,False,False,0.0,0.0,0
CVE-2021-37667,True,True,CWE-476;CWE-754,CWE-824,,CWE-476;CWE-754,CWE-824,False,False,0.0,0.0,0
CVE-2021-37671,True,True,CWE-1284;CWE-824;CWE-476,CWE-824,CWE-824,CWE-1284;CWE-476,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-37673,True,True,CWE-617;CWE-20,CWE-20,CWE-20,CWE-617,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37676,True,True,CWE-476;CWE-1284,CWE-824,,CWE-476;CWE-1284,CWE-824,False,False,0.0,0.0,0
CVE-2021-37694,True,True,CWE-94;CWE-917,CWE-94,CWE-94,CWE-917,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-3770,True,True,CWE-190;CWE-119,CWE-119,CWE-119,CWE-190,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37703,True,True,CWE-863;CWE-200,CWE-200,CWE-200,CWE-863,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37704,True,True,CWE-22;CWE-200;CWE-552,CWE-668,,CWE-22;CWE-200;CWE-552,CWE-668,False,False,0.0,0.0,0
CVE-2021-37705,True,True,CWE-863;CWE-639,CWE-863,CWE-863,CWE-639,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37708,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37709,True,True,CWE-639;CWE-200,CWE-639,CWE-639,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37717,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37718,True,True,CWE-668;CWE-78,CWE-78,CWE-78,CWE-668,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37719,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37720,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-37721,True,True,CWE-863;CWE-77;CWE-78,CWE-78,CWE-78,CWE-863;CWE-77,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-37722,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-37723,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37724,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37734,True,True,CWE-22;CWE-200,CWE-22,CWE-22,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37739,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-3774,True,True,CWE-319;CWE-798,CWE-319,CWE-319,CWE-798,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37741,True,True,CWE-287,CWE-434,,CWE-287,CWE-434,False,False,0.0,0.0,0
CVE-2021-3777,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-37777,True,True,CWE-639;CWE-200,CWE-639,CWE-639,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37841,True,True,CWE-863;CWE-732;CWE-269,CWE-732,CWE-732,CWE-863;CWE-269,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-37848,True,True,CWE-916;CWE-203,CWE-203,CWE-203,CWE-916,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37852,True,True,CWE-269,CWE-269,CWE-269,,,True,True,1.0,1.0,1.0
CVE-2021-37864,True,True,CWE-863;CWE-200,CWE-863,CWE-863,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37865,True,True,CWE-770;CWE-400,CWE-400,CWE-400,CWE-770,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37867,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2021-3789,True,True,CWE-312;CWE-798,CWE-522,,CWE-312;CWE-798,CWE-522,False,False,0.0,0.0,0
CVE-2021-3791,True,True,CWE-200,CWE-532,,CWE-200,CWE-532,False,False,0.0,0.0,0
CVE-2021-37911,True,True,CWE-78,CWE-269,,CWE-78,CWE-269,False,False,0.0,0.0,0
CVE-2021-37912,True,True,CWE-20;CWE-77;CWE-78,CWE-78,CWE-78,CWE-77;CWE-20,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-37913,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37927,True,True,CWE-287;CWE-347,CWE-347,CWE-347,CWE-287,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-3793,True,False,CWE-306,,,CWE-306,,False,False,0.0,0,0
CVE-2021-37933,True,True,CWE-287;CWE-74,CWE-74,CWE-74,CWE-287,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37935,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2021-3794,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-37941,True,True,CWE-269,CWE-269,CWE-269,,,True,True,1.0,1.0,1.0
CVE-2021-37956,True,True,CWE-416;CWE-787,CWE-416;CWE-119,CWE-416,CWE-787,CWE-119,True,False,0.5,0.5,0.5
CVE-2021-37957,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37959,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37961,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37962,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37965,True,False,CWE-203;CWE-346,,,CWE-203;CWE-346,,False,False,0.0,0,0
CVE-2021-37967,True,True,CWE-346,CWE-346,CWE-346,,,True,True,1.0,1.0,1.0
CVE-2021-37968,True,True,CWE-203;CWE-346,CWE-203,CWE-203,CWE-346,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37969,True,True,CWE-787;CWE-119,CWE-59,,CWE-787;CWE-119,CWE-59,False,False,0.0,0.0,0
CVE-2021-37970,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37973,True,True,CWE-416,CWE-416,CWE-416,,,True,True,1.0,1.0,1.0
CVE-2021-37974,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37975,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37976,True,True,CWE-416;CWE-125;CWE-787,CWE-862;CWE-200,,CWE-125;CWE-416;CWE-787,CWE-862;CWE-200,False,False,0.0,0.0,0
CVE-2021-37977,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37978,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37979,True,True,CWE-416;CWE-787,CWE-119,,CWE-416;CWE-787,CWE-119,False,False,0.0,0.0,0
CVE-2021-37981,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37982,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37983,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37984,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37985,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37986,True,True,CWE-787;CWE-119,CWE-787,CWE-787,CWE-119,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-37987,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37988,True,True,CWE-362;CWE-416,CWE-416;CWE-119,CWE-416,CWE-362,CWE-119,True,False,0.5,0.5,0.5
CVE-2021-37991,True,True,CWE-362;CWE-416,CWE-362;CWE-119,CWE-362,CWE-416,CWE-119,True,False,0.5,0.5,0.5
CVE-2021-37993,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37997,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-37998,True,True,CWE-416,CWE-416;CWE-119,CWE-416,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-38001,True,True,CWE-843,CWE-119;CWE-843,CWE-843,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-38003,True,True,CWE-416;CWE-787;CWE-843,CWE-200;CWE-755;CWE-119,,CWE-416;CWE-843;CWE-787,CWE-200;CWE-755;CWE-119,False,False,0.0,0.0,0
CVE-2021-3801,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-38016,True,True,CWE-203,CWE-863,,CWE-203,CWE-863,False,False,0.0,0.0,0
CVE-2021-38017,True,True,CWE-1021,CWE-863,,CWE-1021,CWE-863,False,False,0.0,0.0,0
CVE-2021-38019,True,True,CWE-863;CWE-668,CWE-863;CWE-203,CWE-863,CWE-668,CWE-203,True,False,0.5,0.5,0.5
CVE-2021-3805,True,True,CWE-1321;CWE-913,CWE-1321,CWE-1321,CWE-913,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38085,True,True,CWE-732;CWE-367;CWE-427,CWE-732,CWE-732,CWE-367;CWE-427,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38098,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-3813,True,True,CWE-639;CWE-269,CWE-639,CWE-639,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38137,True,True,CWE-863;CWE-755,CWE-863,CWE-863,CWE-755,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-3814,True,True,CWE-306;CWE-287;CWE-668,CWE-862,,CWE-306;CWE-287;CWE-668,CWE-862,False,False,0.0,0.0,0
CVE-2021-38140,True,True,CWE-863;CWE-639;CWE-269,CWE-269,CWE-269,CWE-863;CWE-639,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38142,True,True,CWE-306;CWE-319,CWE-319,CWE-319,CWE-306,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38146,True,True,CWE-22;CWE-668,CWE-22,CWE-22,CWE-668,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38150,True,True,CWE-522;CWE-312;CWE-200,CWE-312,CWE-312,CWE-522;CWE-200,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38154,True,True,CWE-306;CWE-639;CWE-668,CWE-269,,CWE-306;CWE-639;CWE-668,CWE-269,False,False,0.0,0.0,0
CVE-2021-38161,True,True,CWE-295;CWE-287,CWE-287,CWE-287,CWE-295,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38163,True,True,CWE-434;CWE-78,CWE-22;CWE-434;CWE-78,CWE-434;CWE-78,,CWE-22,True,False,1.0,0.6666666666666666,0.8
CVE-2021-38164,True,True,CWE-862;CWE-200,CWE-862,CWE-862,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38165,True,True,CWE-522;CWE-312;CWE-319,CWE-522,CWE-522,CWE-312;CWE-319,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38169,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38173,True,True,CWE-697;CWE-78,CWE-697;CWE-78,CWE-697;CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-38176,True,True,CWE-94;CWE-20,CWE-89;CWE-20,CWE-20,CWE-94,CWE-89,True,False,0.5,0.5,0.5
CVE-2021-38179,True,False,CWE-200,,,CWE-200,,False,False,0.0,0,0
CVE-2021-38182,True,True,CWE-116;CWE-20,CWE-116;CWE-20,CWE-116;CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-38189,True,True,CWE-74,CWE-74,CWE-74,,,True,True,1.0,1.0,1.0
CVE-2021-38190,True,True,CWE-1284;CWE-787,CWE-119,,CWE-1284;CWE-787,CWE-119,False,False,0.0,0.0,0
CVE-2021-3820,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-38201,True,True,CWE-125;CWE-787;CWE-119,CWE-119,CWE-119,CWE-125;CWE-787,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38203,True,True,CWE-667;CWE-770,CWE-667,CWE-667,CWE-770,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-3822,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-38244,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-3828,True,True,CWE-697;CWE-407;CWE-1333,CWE-1333,CWE-1333,CWE-697;CWE-407,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38283,True,True,CWE-306;CWE-200;CWE-532,CWE-306,CWE-306,CWE-200;CWE-532,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38290,True,True,CWE-20,CWE-74,,CWE-20,CWE-74,False,False,0.0,0.0,0
CVE-2021-38294,True,True,CWE-294;CWE-78,CWE-78,CWE-78,CWE-294,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38299,True,True,CWE-306;CWE-287,CWE-287,CWE-287,CWE-306,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38312,True,True,CWE-863;CWE-425,CWE-863,CWE-863,CWE-425,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-3833,True,True,CWE-697;CWE-327;CWE-916,CWE-697;CWE-863,CWE-697,CWE-916;CWE-327,CWE-863,True,False,0.3333333333333333,0.5,0.4
CVE-2021-38345,True,True,CWE-863;CWE-425;CWE-639,CWE-863,CWE-863,CWE-425;CWE-639,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38362,True,True,CWE-639;CWE-200,CWE-639,CWE-639,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-3837,True,False,CWE-425;CWE-862,,,CWE-425;CWE-862,,False,False,0.0,0,0
CVE-2021-38370,True,True,CWE-345;CWE-319,CWE-319,CWE-319,CWE-345,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38371,True,True,CWE-444;CWE-319,CWE-74,,CWE-444;CWE-319,CWE-74,False,False,0.0,0.0,0
CVE-2021-38372,True,True,CWE-295;CWE-319,CWE-319,CWE-319,CWE-295,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38373,True,True,CWE-312;CWE-319,CWE-319,CWE-319,CWE-312,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38376,True,True,CWE-863;CWE-287,CWE-287,CWE-287,CWE-863,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38377,True,True,CWE-79;CWE-330,CWE-79;CWE-330,CWE-79;CWE-330,,,True,True,1.0,1.0,1.0
CVE-2021-38378,True,True,CWE-668;CWE-200,CWE-668,CWE-668,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38380,True,True,CWE-119;CWE-674,CWE-119,CWE-119,CWE-674,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38384,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-38387,True,True,CWE-835,CWE-835,CWE-835,,,True,True,1.0,1.0,1.0
CVE-2021-38388,True,True,CWE-863;CWE-639,CWE-862,,CWE-863;CWE-639,CWE-862,False,False,0.0,0.0,0
CVE-2021-38389,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-38392,True,False,CWE-552,,,CWE-552,,False,False,0.0,0,0
CVE-2021-38396,True,True,CWE-345,CWE-345,CWE-345,,,True,True,1.0,1.0,1.0
CVE-2021-38400,True,True,CWE-916;CWE-327;CWE-798,CWE-916,CWE-916,CWE-327;CWE-798,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38412,True,True,CWE-306;CWE-287,CWE-306,CWE-306,CWE-287,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38423,True,True,CWE-787;CWE-119;CWE-131,CWE-119;CWE-131,CWE-119;CWE-131,CWE-787,,True,False,0.6666666666666666,1.0,0.8
CVE-2021-38427,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38431,True,True,CWE-639;CWE-200,CWE-862,,CWE-639;CWE-200,CWE-862,False,False,0.0,0.0,0
CVE-2021-38435,True,True,CWE-787;CWE-131,CWE-119;CWE-131,CWE-131,CWE-787,CWE-119,True,False,0.5,0.5,0.5
CVE-2021-38436,True,True,CWE-787;CWE-119;CWE-20,CWE-787;CWE-20,CWE-787;CWE-20,CWE-119,,True,False,0.6666666666666666,1.0,0.8
CVE-2021-38442,True,True,CWE-787;CWE-20,CWE-119;CWE-20,CWE-20,CWE-787,CWE-119,True,False,0.5,0.5,0.5
CVE-2021-38448,True,True,CWE-94;CWE-20,CWE-94,CWE-94,CWE-20,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38454,True,True,CWE-22,CWE-22,CWE-22,,,True,True,1.0,1.0,1.0
CVE-2021-38456,True,True,CWE-798,CWE-798,CWE-798,,,True,True,1.0,1.0,1.0
CVE-2021-38457,True,True,CWE-306;CWE-287,CWE-306,CWE-306,CWE-287,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38458,True,True,CWE-22;CWE-668,CWE-74,,CWE-22;CWE-668,CWE-74,False,False,0.0,0.0,0
CVE-2021-38460,True,True,CWE-22;CWE-668,CWE-22,CWE-22,CWE-668,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38461,True,True,CWE-287;CWE-798,CWE-798,CWE-798,CWE-287,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38463,True,True,CWE-770;CWE-400,CWE-770,CWE-770,CWE-400,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38464,True,True,CWE-326;CWE-319,CWE-326,CWE-326,CWE-319,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38465,True,True,CWE-770;CWE-400,CWE-770,CWE-770,CWE-400,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38473,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-38483,True,True,CWE-732,CWE-732,CWE-732,,,True,True,1.0,1.0,1.0
CVE-2021-38484,True,True,CWE-79;CWE-434;CWE-78,CWE-434,CWE-434,CWE-79;CWE-78,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38486,True,True,CWE-306,CWE-862,,CWE-306,CWE-862,False,False,0.0,0.0,0
CVE-2021-38493,True,True,CWE-787;CWE-119,CWE-787,CWE-787,CWE-119,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38494,True,True,CWE-787;CWE-119,CWE-787,CWE-787,CWE-119,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38495,True,True,CWE-787;CWE-119,CWE-787,CWE-787,CWE-119,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38496,True,True,CWE-362;CWE-416,CWE-416,CWE-416,CWE-362,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38498,True,True,CWE-404;CWE-416,CWE-416;CWE-787,CWE-416,CWE-404,CWE-787,True,False,0.5,0.5,0.5
CVE-2021-38499,True,True,CWE-416;CWE-787;CWE-119,CWE-787,CWE-787,CWE-416;CWE-119,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-3850,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2021-38500,True,True,CWE-416;CWE-787;CWE-119,CWE-787,CWE-787,CWE-416;CWE-119,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38501,True,True,CWE-787;CWE-119,CWE-787,CWE-787,CWE-119,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38502,True,False,CWE-319,,,CWE-319,,False,False,0.0,0,0
CVE-2021-38503,True,True,CWE-863;CWE-668,CWE-863,CWE-863,CWE-668,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38511,True,True,CWE-22;CWE-59,CWE-59,CWE-59,CWE-22,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38518,True,True,CWE-78,CWE-77,,CWE-78,CWE-77,False,False,0.0,0.0,0
CVE-2021-38519,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38520,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38521,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38522,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-38523,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-38524,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-38525,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38527,False,True,,CWE-77,,,CWE-77,False,False,0,0.0,0
CVE-2021-38528,True,True,CWE-78,CWE-77,,CWE-78,CWE-77,False,False,0.0,0.0,0
CVE-2021-38529,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38530,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38542,True,True,CWE-319;CWE-74,CWE-77;CWE-327,,CWE-319;CWE-74,CWE-77;CWE-327,False,False,0.0,0.0,0
CVE-2021-38556,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-38557,True,True,CWE-732;CWE-269,CWE-732,CWE-732,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38563,True,True,CWE-476;CWE-125;CWE-787,CWE-476;CWE-125;CWE-129;CWE-787,CWE-476;CWE-125;CWE-787,,CWE-129,True,False,1.0,0.75,0.8571428571428571
CVE-2021-38566,True,True,CWE-674,CWE-674,CWE-674,,,True,True,1.0,1.0,1.0
CVE-2021-38568,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2021-38575,True,True,CWE-787;CWE-119,CWE-190;CWE-120;CWE-119;CWE-252,CWE-119,CWE-787,CWE-190;CWE-120;CWE-252,True,False,0.5,0.25,0.3333333333333333
CVE-2021-38587,True,True,CWE-668,CWE-362,,CWE-668,CWE-362,False,False,0.0,0.0,0
CVE-2021-38590,True,True,CWE-732;CWE-552;CWE-276,CWE-732,CWE-732,CWE-276;CWE-552,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38592,True,True,CWE-119;CWE-131,CWE-119,CWE-119,CWE-131,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38599,True,True,CWE-798;CWE-312;CWE-319;CWE-754,CWE-319;CWE-754,CWE-319;CWE-754,CWE-312;CWE-798,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38606,True,True,CWE-668;CWE-330;CWE-732,CWE-330,CWE-330,CWE-668;CWE-732,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38608,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-38611,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-38614,True,True,CWE-190;CWE-1284;CWE-119,CWE-119,CWE-119,CWE-190;CWE-1284,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38615,True,False,CWE-306;CWE-862,,,CWE-306;CWE-862,,False,False,0.0,0,0
CVE-2021-38616,True,False,CWE-863;CWE-862,,,CWE-863;CWE-862,,False,False,0.0,0,0
CVE-2021-38617,True,False,CWE-306;CWE-862,,,CWE-306;CWE-862,,False,False,0.0,0,0
CVE-2021-38634,True,True,CWE-668;CWE-59,CWE-59,CWE-59,CWE-668,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38646,True,True,CWE-20,CWE-787;CWE-119,,CWE-20,CWE-787;CWE-119,False,False,0.0,0.0,0
CVE-2021-38647,True,True,CWE-94;CWE-20,CWE-665;CWE-287,,CWE-94;CWE-20,CWE-665;CWE-287,False,False,0.0,0.0,0
CVE-2021-38648,True,True,CWE-269,CWE-287,,CWE-269,CWE-287,False,False,0.0,0.0,0
CVE-2021-38679,True,True,CWE-306;CWE-287,CWE-287,CWE-287,CWE-306,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38684,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38685,True,True,CWE-78,CWE-77,,CWE-78,CWE-77,False,False,0.0,0.0,0
CVE-2021-38686,True,True,CWE-306;CWE-287,CWE-287,CWE-287,CWE-306,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38688,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2021-38696,True,False,CWE-306,,,CWE-306,,False,False,0.0,0,0
CVE-2021-38698,True,True,CWE-863;CWE-610,CWE-862,,CWE-863;CWE-610,CWE-862,False,False,0.0,0.0,0
CVE-2021-38712,True,True,CWE-668;CWE-200;CWE-552,CWE-668,CWE-668,CWE-200;CWE-552,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38745,True,True,CWE-94,CWE-94,CWE-94,,,True,True,1.0,1.0,1.0
CVE-2021-38755,True,True,CWE-425;CWE-862,CWE-862,CWE-862,CWE-425,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38759,True,True,CWE-798;CWE-287;CWE-1188,CWE-1188,CWE-1188,CWE-287;CWE-798,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-38789,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2021-3882,True,True,CWE-200;CWE-319,CWE-319,CWE-319,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38862,True,True,CWE-326;CWE-327,CWE-326,CWE-326,CWE-327,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38863,True,True,CWE-522;CWE-312,CWE-522,CWE-522,CWE-312,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-38873,True,True,CWE-20;CWE-1236,CWE-20;CWE-1236,CWE-1236;CWE-20,,,True,True,1.0,1.0,1.0
